Dll,Assembly,Service,Package,Type,Interface
,,Microsoft.VisualStudio.Shell.Interop.SApplicationObject,,,Microsoft.VisualStudio.OLE.Interop.IOleCommandTarget
,,Microsoft.VisualStudio.Shell.Interop.SApplicationObject,,,Microsoft.VisualStudio.OLE.Interop.IServiceProvider
,,Microsoft.VisualStudio.Shell.Interop.SApplicationObject,,,Microsoft.VisualStudio.Shell.Interop.IVsPackage
,,822283bf-cdda-4449-8e7b-49505edb9997,,,Microsoft.VisualStudio.OLE.Interop.IOleCommandTarget
,,822283bf-cdda-4449-8e7b-49505edb9997,,,Microsoft.VisualStudio.OLE.Interop.IServiceProvider
,,822283bf-cdda-4449-8e7b-49505edb9997,,,Microsoft.VisualStudio.Shell.Interop.IVsPersistSolutionProps2
,,822283bf-cdda-4449-8e7b-49505edb9997,,,Microsoft.VisualStudio.Shell.Interop.IVsPackage
,,822283bf-cdda-4449-8e7b-49505edb9997,,,Microsoft.VisualStudio.Shell.Interop.IVsPersistSolutionOpts
,,822283bf-cdda-4449-8e7b-49505edb9997,,,Microsoft.VisualStudio.Shell.Interop.IVsPersistSolutionProps
,,822283bf-cdda-4449-8e7b-49505edb9997,,,Microsoft.VisualStudio.Shell.Interop.IVsToolWindowFactory
,,8f25bff6-151b-11d3-85cb-00a0c9cfcc16,,,Microsoft.VisualStudio.OLE.Interop.IOleCommandTarget
,,8f25bff6-151b-11d3-85cb-00a0c9cfcc16,,,Microsoft.VisualStudio.OLE.Interop.IServiceProvider
,,8f25bff6-151b-11d3-85cb-00a0c9cfcc16,,,Microsoft.VisualStudio.Shell.Interop.IVsPersistSolutionProps2
,,8f25bff6-151b-11d3-85cb-00a0c9cfcc16,,,Microsoft.VisualStudio.Shell.Interop.IVsPackage
,,8f25bff6-151b-11d3-85cb-00a0c9cfcc16,,,Microsoft.VisualStudio.Shell.Interop.IVsPersistSolutionOpts
,,8f25bff6-151b-11d3-85cb-00a0c9cfcc16,,,Microsoft.VisualStudio.Shell.Interop.IVsPersistSolutionProps
,,8f25bff6-151b-11d3-85cb-00a0c9cfcc16,,,Microsoft.VisualStudio.Shell.Interop.IVsToolWindowFactory
,,3aafee99-fcd7-4256-ae16-186a3e1ce896,,,Microsoft.VisualStudio.OLE.Interop.IOleCommandTarget
,,3aafee99-fcd7-4256-ae16-186a3e1ce896,,,Microsoft.VisualStudio.OLE.Interop.IServiceProvider
,,3aafee99-fcd7-4256-ae16-186a3e1ce896,,,Microsoft.VisualStudio.Shell.Interop.IVsPersistSolutionProps2
,,3aafee99-fcd7-4256-ae16-186a3e1ce896,,,Microsoft.VisualStudio.Shell.Interop.IVsPackage
,,3aafee99-fcd7-4256-ae16-186a3e1ce896,,,Microsoft.VisualStudio.Shell.Interop.IVsPersistSolutionOpts
,,3aafee99-fcd7-4256-ae16-186a3e1ce896,,,Microsoft.VisualStudio.Shell.Interop.IVsPersistSolutionProps
,,3aafee99-fcd7-4256-ae16-186a3e1ce896,,,Microsoft.VisualStudio.Shell.Interop.IVsToolWindowFactory
,,cf470f11-d48b-418e-a42e-f8a5dbb507dc,,,Microsoft.VisualStudio.OLE.Interop.IOleCommandTarget
,,cf470f11-d48b-418e-a42e-f8a5dbb507dc,,,Microsoft.VisualStudio.OLE.Interop.IServiceProvider
,,cf470f11-d48b-418e-a42e-f8a5dbb507dc,,,Microsoft.VisualStudio.Shell.Interop.IVsPersistSolutionProps2
,,cf470f11-d48b-418e-a42e-f8a5dbb507dc,,,Microsoft.VisualStudio.Shell.Interop.IVsPackage
,,cf470f11-d48b-418e-a42e-f8a5dbb507dc,,,Microsoft.VisualStudio.Shell.Interop.IVsPersistSolutionOpts
,,cf470f11-d48b-418e-a42e-f8a5dbb507dc,,,Microsoft.VisualStudio.Shell.Interop.IVsPersistSolutionProps
,,cf470f11-d48b-418e-a42e-f8a5dbb507dc,,,Microsoft.VisualStudio.Shell.Interop.IVsToolWindowFactory
,,9ad1fc5b-4244-4e80-95bb-e319d6fd9c8a,,,Microsoft.VisualStudio.OLE.Interop.IOleCommandTarget
,,9ad1fc5b-4244-4e80-95bb-e319d6fd9c8a,,,Microsoft.VisualStudio.OLE.Interop.IServiceProvider
,,9ad1fc5b-4244-4e80-95bb-e319d6fd9c8a,,,Microsoft.VisualStudio.Shell.Interop.IVsPersistSolutionProps2
,,9ad1fc5b-4244-4e80-95bb-e319d6fd9c8a,,,Microsoft.VisualStudio.Shell.Interop.IVsPackage
,,9ad1fc5b-4244-4e80-95bb-e319d6fd9c8a,,,Microsoft.VisualStudio.Shell.Interop.IVsPersistSolutionOpts
,,9ad1fc5b-4244-4e80-95bb-e319d6fd9c8a,,,Microsoft.VisualStudio.Shell.Interop.IVsPersistSolutionProps
,,9ad1fc5b-4244-4e80-95bb-e319d6fd9c8a,,,Microsoft.VisualStudio.Shell.Interop.IVsToolWindowFactory
,Microsoft.VisualStudio.TeamFoundation,71d440d1-b8cd-32d9-8f3f-e3d52bc20420,,,Microsoft.VisualStudio.OLE.Interop.IOleCommandTarget
,Microsoft.VisualStudio.TeamFoundation,71d440d1-b8cd-32d9-8f3f-e3d52bc20420,,,Microsoft.VisualStudio.OLE.Interop.IMarshal
,Microsoft.VisualStudio.TeamFoundation,71d440d1-b8cd-32d9-8f3f-e3d52bc20420,,,Microsoft.VisualStudio.OLE.Interop.IConnectionPointContainer
,Microsoft.VisualStudio.TeamFoundation,71d440d1-b8cd-32d9-8f3f-e3d52bc20420,,,Microsoft.VisualStudio.OLE.Interop.IProvideClassInfo
,Microsoft.VisualStudio.TeamFoundation,71d440d1-b8cd-32d9-8f3f-e3d52bc20420,,,Microsoft.VisualStudio.OLE.Interop.IServiceProvider
,Microsoft.VisualStudio.TeamFoundation,71d440d1-b8cd-32d9-8f3f-e3d52bc20420,,,Microsoft.VisualStudio.Shell.Interop.IVsUserSettings
,Microsoft.VisualStudio.TeamFoundation,71d440d1-b8cd-32d9-8f3f-e3d52bc20420,,,Microsoft.VisualStudio.Shell.Interop.IVsPackage
,Microsoft.VisualStudio.TeamFoundation,71d440d1-b8cd-32d9-8f3f-e3d52bc20420,,,Microsoft.VisualStudio.Shell.Interop.IVsPersistSolutionOpts
,Microsoft.VisualStudio.TeamFoundation,71d440d1-b8cd-32d9-8f3f-e3d52bc20420,,,Microsoft.VisualStudio.Shell.Interop.IVsToolWindowFactory
,Microsoft.VisualStudio.TeamFoundation,71d440d1-b8cd-32d9-8f3f-e3d52bc20420,,,Microsoft.VisualStudio.Shell.Interop.IVsToolboxItemProvider
,Microsoft.VisualStudio.TeamFoundation.VersionControl,2efc686d-c73d-4c4b-9564-5a1ee73356d8,,,Microsoft.VisualStudio.OLE.Interop.IOleCommandTarget
,Microsoft.VisualStudio.TeamFoundation.VersionControl,2efc686d-c73d-4c4b-9564-5a1ee73356d8,,,Microsoft.VisualStudio.OLE.Interop.IMarshal
,Microsoft.VisualStudio.TeamFoundation.VersionControl,2efc686d-c73d-4c4b-9564-5a1ee73356d8,,,Microsoft.VisualStudio.OLE.Interop.IConnectionPointContainer
,Microsoft.VisualStudio.TeamFoundation.VersionControl,2efc686d-c73d-4c4b-9564-5a1ee73356d8,,,Microsoft.VisualStudio.OLE.Interop.IProvideClassInfo
,Microsoft.VisualStudio.TeamFoundation.VersionControl,2efc686d-c73d-4c4b-9564-5a1ee73356d8,,,Microsoft.VisualStudio.OLE.Interop.IServiceProvider
,Microsoft.VisualStudio.TeamFoundation.VersionControl,2efc686d-c73d-4c4b-9564-5a1ee73356d8,,,Microsoft.VisualStudio.Shell.Interop.IVsUserSettings
,Microsoft.VisualStudio.TeamFoundation.VersionControl,2efc686d-c73d-4c4b-9564-5a1ee73356d8,,,Microsoft.VisualStudio.Shell.Interop.IVsPackage
,Microsoft.VisualStudio.TeamFoundation.VersionControl,2efc686d-c73d-4c4b-9564-5a1ee73356d8,,,Microsoft.VisualStudio.Shell.Interop.IVsPersistSolutionOpts
,Microsoft.VisualStudio.TeamFoundation.VersionControl,2efc686d-c73d-4c4b-9564-5a1ee73356d8,,,Microsoft.VisualStudio.Shell.Interop.IVsToolWindowFactory
,Microsoft.VisualStudio.TeamFoundation.VersionControl,2efc686d-c73d-4c4b-9564-5a1ee73356d8,,,Microsoft.VisualStudio.Shell.Interop.IVsToolboxItemProvider
,Microsoft.VisualStudio.TeamFoundation.VersionControl,358a4fc2-d632-4372-a43f-12093631b16b,,,Microsoft.VisualStudio.OLE.Interop.IOleCommandTarget
,Microsoft.VisualStudio.TeamFoundation.VersionControl,358a4fc2-d632-4372-a43f-12093631b16b,,,Microsoft.VisualStudio.OLE.Interop.IMarshal
,Microsoft.VisualStudio.TeamFoundation.VersionControl,358a4fc2-d632-4372-a43f-12093631b16b,,,Microsoft.VisualStudio.OLE.Interop.IConnectionPointContainer
,Microsoft.VisualStudio.TeamFoundation.VersionControl,358a4fc2-d632-4372-a43f-12093631b16b,,,Microsoft.VisualStudio.OLE.Interop.IProvideClassInfo
,Microsoft.VisualStudio.TeamFoundation.VersionControl,358a4fc2-d632-4372-a43f-12093631b16b,,,Microsoft.VisualStudio.OLE.Interop.IServiceProvider
,Microsoft.VisualStudio.TeamFoundation.VersionControl,358a4fc2-d632-4372-a43f-12093631b16b,,,Microsoft.VisualStudio.Shell.Interop.IVsUserSettings
,Microsoft.VisualStudio.TeamFoundation.VersionControl,358a4fc2-d632-4372-a43f-12093631b16b,,,Microsoft.VisualStudio.Shell.Interop.IVsPackage
,Microsoft.VisualStudio.TeamFoundation.VersionControl,358a4fc2-d632-4372-a43f-12093631b16b,,,Microsoft.VisualStudio.Shell.Interop.IVsPersistSolutionOpts
,Microsoft.VisualStudio.TeamFoundation.VersionControl,358a4fc2-d632-4372-a43f-12093631b16b,,,Microsoft.VisualStudio.Shell.Interop.IVsToolWindowFactory
,Microsoft.VisualStudio.TeamFoundation.VersionControl,358a4fc2-d632-4372-a43f-12093631b16b,,,Microsoft.VisualStudio.Shell.Interop.IVsToolboxItemProvider
,Microsoft.VisualStudio.TeamFoundation.VersionControl,537661ad-fc08-4256-ba89-6a307d1017fc,,,Microsoft.VisualStudio.OLE.Interop.IOleCommandTarget
,Microsoft.VisualStudio.TeamFoundation.VersionControl,537661ad-fc08-4256-ba89-6a307d1017fc,,,Microsoft.VisualStudio.OLE.Interop.IMarshal
,Microsoft.VisualStudio.TeamFoundation.VersionControl,537661ad-fc08-4256-ba89-6a307d1017fc,,,Microsoft.VisualStudio.OLE.Interop.IConnectionPointContainer
,Microsoft.VisualStudio.TeamFoundation.VersionControl,537661ad-fc08-4256-ba89-6a307d1017fc,,,Microsoft.VisualStudio.OLE.Interop.IProvideClassInfo
,Microsoft.VisualStudio.TeamFoundation.VersionControl,537661ad-fc08-4256-ba89-6a307d1017fc,,,Microsoft.VisualStudio.OLE.Interop.IServiceProvider
,Microsoft.VisualStudio.TeamFoundation.VersionControl,537661ad-fc08-4256-ba89-6a307d1017fc,,,Microsoft.VisualStudio.Shell.Interop.IVsUserSettings
,Microsoft.VisualStudio.TeamFoundation.VersionControl,537661ad-fc08-4256-ba89-6a307d1017fc,,,Microsoft.VisualStudio.Shell.Interop.IVsPackage
,Microsoft.VisualStudio.TeamFoundation.VersionControl,537661ad-fc08-4256-ba89-6a307d1017fc,,,Microsoft.VisualStudio.Shell.Interop.IVsPersistSolutionOpts
,Microsoft.VisualStudio.TeamFoundation.VersionControl,537661ad-fc08-4256-ba89-6a307d1017fc,,,Microsoft.VisualStudio.Shell.Interop.IVsToolWindowFactory
,Microsoft.VisualStudio.TeamFoundation.VersionControl,537661ad-fc08-4256-ba89-6a307d1017fc,,,Microsoft.VisualStudio.Shell.Interop.IVsToolboxItemProvider
,Microsoft.VisualStudio.TeamFoundation.VersionControl,7e6d6852-e8f6-43bd-b17f-e3ea76085404,,,Microsoft.VisualStudio.OLE.Interop.IOleCommandTarget
,Microsoft.VisualStudio.TeamFoundation.VersionControl,7e6d6852-e8f6-43bd-b17f-e3ea76085404,,,Microsoft.VisualStudio.OLE.Interop.IMarshal
,Microsoft.VisualStudio.TeamFoundation.VersionControl,7e6d6852-e8f6-43bd-b17f-e3ea76085404,,,Microsoft.VisualStudio.OLE.Interop.IConnectionPointContainer
,Microsoft.VisualStudio.TeamFoundation.VersionControl,7e6d6852-e8f6-43bd-b17f-e3ea76085404,,,Microsoft.VisualStudio.OLE.Interop.IProvideClassInfo
,Microsoft.VisualStudio.TeamFoundation.VersionControl,7e6d6852-e8f6-43bd-b17f-e3ea76085404,,,Microsoft.VisualStudio.OLE.Interop.IServiceProvider
,Microsoft.VisualStudio.TeamFoundation.VersionControl,7e6d6852-e8f6-43bd-b17f-e3ea76085404,,,Microsoft.VisualStudio.Shell.Interop.IVsUserSettings
,Microsoft.VisualStudio.TeamFoundation.VersionControl,7e6d6852-e8f6-43bd-b17f-e3ea76085404,,,Microsoft.VisualStudio.Shell.Interop.IVsPackage
,Microsoft.VisualStudio.TeamFoundation.VersionControl,7e6d6852-e8f6-43bd-b17f-e3ea76085404,,,Microsoft.VisualStudio.Shell.Interop.IVsPersistSolutionOpts
,Microsoft.VisualStudio.TeamFoundation.VersionControl,7e6d6852-e8f6-43bd-b17f-e3ea76085404,,,Microsoft.VisualStudio.Shell.Interop.IVsToolWindowFactory
,Microsoft.VisualStudio.TeamFoundation.VersionControl,7e6d6852-e8f6-43bd-b17f-e3ea76085404,,,Microsoft.VisualStudio.Shell.Interop.IVsToolboxItemProvider
,Microsoft.VisualStudio.CommonIDE,9a9569d2-2f7e-4af6-9e40-630f86d3f3f9,,,Microsoft.VisualStudio.OLE.Interop.IOleCommandTarget
,Microsoft.VisualStudio.CommonIDE,9a9569d2-2f7e-4af6-9e40-630f86d3f3f9,,,Microsoft.VisualStudio.OLE.Interop.IMarshal
,Microsoft.VisualStudio.CommonIDE,9a9569d2-2f7e-4af6-9e40-630f86d3f3f9,,,Microsoft.VisualStudio.OLE.Interop.IConnectionPointContainer
,Microsoft.VisualStudio.CommonIDE,9a9569d2-2f7e-4af6-9e40-630f86d3f3f9,,,Microsoft.VisualStudio.OLE.Interop.IProvideClassInfo
,Microsoft.VisualStudio.CommonIDE,9a9569d2-2f7e-4af6-9e40-630f86d3f3f9,,,Microsoft.VisualStudio.OLE.Interop.IServiceProvider
,Microsoft.VisualStudio.CommonIDE,9a9569d2-2f7e-4af6-9e40-630f86d3f3f9,,,Microsoft.VisualStudio.Shell.Interop.IVsUserSettings
,Microsoft.VisualStudio.CommonIDE,9a9569d2-2f7e-4af6-9e40-630f86d3f3f9,,,Microsoft.VisualStudio.Shell.Interop.IVsPackage
,Microsoft.VisualStudio.CommonIDE,9a9569d2-2f7e-4af6-9e40-630f86d3f3f9,,,Microsoft.VisualStudio.Shell.Interop.IVsPersistSolutionOpts
,Microsoft.VisualStudio.CommonIDE,9a9569d2-2f7e-4af6-9e40-630f86d3f3f9,,,Microsoft.VisualStudio.Shell.Interop.IVsToolWindowFactory
,Microsoft.VisualStudio.CommonIDE,9a9569d2-2f7e-4af6-9e40-630f86d3f3f9,,,Microsoft.VisualStudio.Shell.Interop.IVsToolboxItemProvider
,Microsoft.VisualStudio.Web.Application,acc3a946-da4f-4b44-be7d-263267586a32,,,Microsoft.VisualStudio.OLE.Interop.IOleCommandTarget
,Microsoft.VisualStudio.Web.Application,acc3a946-da4f-4b44-be7d-263267586a32,,,Microsoft.VisualStudio.OLE.Interop.IMarshal
,Microsoft.VisualStudio.Web.Application,acc3a946-da4f-4b44-be7d-263267586a32,,,Microsoft.VisualStudio.OLE.Interop.IConnectionPointContainer
,Microsoft.VisualStudio.Web.Application,acc3a946-da4f-4b44-be7d-263267586a32,,,Microsoft.VisualStudio.OLE.Interop.IProvideClassInfo
,Microsoft.VisualStudio.Web.Application,acc3a946-da4f-4b44-be7d-263267586a32,,,Microsoft.VisualStudio.OLE.Interop.IServiceProvider
,Microsoft.VisualStudio.Web.Application,acc3a946-da4f-4b44-be7d-263267586a32,,,Microsoft.VisualStudio.Shell.Interop.IVsUserSettings
,Microsoft.VisualStudio.Web.Application,acc3a946-da4f-4b44-be7d-263267586a32,,,Microsoft.VisualStudio.Shell.Interop.IVsPackage
,Microsoft.VisualStudio.Web.Application,acc3a946-da4f-4b44-be7d-263267586a32,,,Microsoft.VisualStudio.Shell.Interop.IVsPersistSolutionOpts
,Microsoft.VisualStudio.Web.Application,acc3a946-da4f-4b44-be7d-263267586a32,,,Microsoft.VisualStudio.Shell.Interop.IVsToolWindowFactory
,Microsoft.VisualStudio.Web.Application,acc3a946-da4f-4b44-be7d-263267586a32,,,Microsoft.VisualStudio.Shell.Interop.IVsInstalledProduct
,Microsoft.VisualStudio.Web.Application,acc3a946-da4f-4b44-be7d-263267586a32,,,Microsoft.VisualStudio.Shell.Interop.IVsToolboxItemProvider
,Microsoft.VisualStudio.Web.Application,84041912-6b0d-4601-a064-d6fc830a6e67,,,Microsoft.VisualStudio.OLE.Interop.IOleCommandTarget
,Microsoft.VisualStudio.Web.Application,84041912-6b0d-4601-a064-d6fc830a6e67,,,Microsoft.VisualStudio.OLE.Interop.IMarshal
,Microsoft.VisualStudio.Web.Application,84041912-6b0d-4601-a064-d6fc830a6e67,,,Microsoft.VisualStudio.OLE.Interop.IConnectionPointContainer
,Microsoft.VisualStudio.Web.Application,84041912-6b0d-4601-a064-d6fc830a6e67,,,Microsoft.VisualStudio.OLE.Interop.IProvideClassInfo
,Microsoft.VisualStudio.Web.Application,84041912-6b0d-4601-a064-d6fc830a6e67,,,Microsoft.VisualStudio.OLE.Interop.IServiceProvider
,Microsoft.VisualStudio.Web.Application,84041912-6b0d-4601-a064-d6fc830a6e67,,,Microsoft.VisualStudio.Shell.Interop.IVsUserSettings
,Microsoft.VisualStudio.Web.Application,84041912-6b0d-4601-a064-d6fc830a6e67,,,Microsoft.VisualStudio.Shell.Interop.IVsPackage
,Microsoft.VisualStudio.Web.Application,84041912-6b0d-4601-a064-d6fc830a6e67,,,Microsoft.VisualStudio.Shell.Interop.IVsPersistSolutionOpts
,Microsoft.VisualStudio.Web.Application,84041912-6b0d-4601-a064-d6fc830a6e67,,,Microsoft.VisualStudio.Shell.Interop.IVsToolWindowFactory
,Microsoft.VisualStudio.Web.Application,84041912-6b0d-4601-a064-d6fc830a6e67,,,Microsoft.VisualStudio.Shell.Interop.IVsInstalledProduct
,Microsoft.VisualStudio.Web.Application,84041912-6b0d-4601-a064-d6fc830a6e67,,,Microsoft.VisualStudio.Shell.Interop.IVsToolboxItemProvider
,Microsoft.VisualStudio.Web.Application,3b807793-e160-4885-911e-de329b485002,,,Microsoft.VisualStudio.OLE.Interop.IOleCommandTarget
,Microsoft.VisualStudio.Web.Application,3b807793-e160-4885-911e-de329b485002,,,Microsoft.VisualStudio.OLE.Interop.IMarshal
,Microsoft.VisualStudio.Web.Application,3b807793-e160-4885-911e-de329b485002,,,Microsoft.VisualStudio.OLE.Interop.IConnectionPointContainer
,Microsoft.VisualStudio.Web.Application,3b807793-e160-4885-911e-de329b485002,,,Microsoft.VisualStudio.OLE.Interop.IProvideClassInfo
,Microsoft.VisualStudio.Web.Application,3b807793-e160-4885-911e-de329b485002,,,Microsoft.VisualStudio.OLE.Interop.IServiceProvider
,Microsoft.VisualStudio.Web.Application,3b807793-e160-4885-911e-de329b485002,,,Microsoft.VisualStudio.Shell.Interop.IVsUserSettings
,Microsoft.VisualStudio.Web.Application,3b807793-e160-4885-911e-de329b485002,,,Microsoft.VisualStudio.Shell.Interop.IVsPackage
,Microsoft.VisualStudio.Web.Application,3b807793-e160-4885-911e-de329b485002,,,Microsoft.VisualStudio.Shell.Interop.IVsPersistSolutionOpts
,Microsoft.VisualStudio.Web.Application,3b807793-e160-4885-911e-de329b485002,,,Microsoft.VisualStudio.Shell.Interop.IVsToolWindowFactory
,Microsoft.VisualStudio.Web.Application,3b807793-e160-4885-911e-de329b485002,,,Microsoft.VisualStudio.Shell.Interop.IVsInstalledProduct
,Microsoft.VisualStudio.Web.Application,3b807793-e160-4885-911e-de329b485002,,,Microsoft.VisualStudio.Shell.Interop.IVsToolboxItemProvider
,,Microsoft.VisualStudio.VSHelp.SVsHelp,,,Microsoft.VisualStudio.OLE.Interop.IOleCommandTarget
,,Microsoft.VisualStudio.VSHelp.SVsHelp,,,Microsoft.VisualStudio.OLE.Interop.IServiceProvider
,,Microsoft.VisualStudio.VSHelp.SVsHelp,,,Microsoft.VisualStudio.Shell.Interop.IVsUserSettings
,,Microsoft.VisualStudio.VSHelp.SVsHelp,,,Microsoft.VisualStudio.Shell.Interop.IVsUserSettingsQuery
,,Microsoft.VisualStudio.VSHelp.SVsHelp,,,Microsoft.VisualStudio.Shell.Interop.IVsPackage
,,4fedaa4f-7c4e-4d4e-ac6b-86f03bb7d200,,,Microsoft.VisualStudio.OLE.Interop.IOleCommandTarget
,,4fedaa4f-7c4e-4d4e-ac6b-86f03bb7d200,,,Microsoft.VisualStudio.OLE.Interop.IServiceProvider
,,4fedaa4f-7c4e-4d4e-ac6b-86f03bb7d200,,,Microsoft.VisualStudio.Shell.Interop.IVsUserSettings
,,4fedaa4f-7c4e-4d4e-ac6b-86f03bb7d200,,,Microsoft.VisualStudio.Shell.Interop.IVsUserSettingsQuery
,,4fedaa4f-7c4e-4d4e-ac6b-86f03bb7d200,,,Microsoft.VisualStudio.Shell.Interop.IVsPackage
,,31411192-a502-11d2-bbca-00c04f8ec294,,,Microsoft.VisualStudio.OLE.Interop.IOleCommandTarget
,,31411192-a502-11d2-bbca-00c04f8ec294,,,Microsoft.VisualStudio.OLE.Interop.IServiceProvider
,,31411192-a502-11d2-bbca-00c04f8ec294,,,Microsoft.VisualStudio.Shell.Interop.IVsUserSettings
,,31411192-a502-11d2-bbca-00c04f8ec294,,,Microsoft.VisualStudio.Shell.Interop.IVsUserSettingsQuery
,,31411192-a502-11d2-bbca-00c04f8ec294,,,Microsoft.VisualStudio.Shell.Interop.IVsPackage
,,31411218-a502-11d2-bbca-00c04f8ec294,,,Microsoft.VisualStudio.OLE.Interop.IOleCommandTarget
,,31411218-a502-11d2-bbca-00c04f8ec294,,,Microsoft.VisualStudio.OLE.Interop.IServiceProvider
,,31411218-a502-11d2-bbca-00c04f8ec294,,,Microsoft.VisualStudio.Shell.Interop.IVsUserSettings
,,31411218-a502-11d2-bbca-00c04f8ec294,,,Microsoft.VisualStudio.Shell.Interop.IVsUserSettingsQuery
,,31411218-a502-11d2-bbca-00c04f8ec294,,,Microsoft.VisualStudio.Shell.Interop.IVsPackage
,,Microsoft.VisualStudio.Shell.Interop.SVsHelpService,,,Microsoft.VisualStudio.OLE.Interop.IOleCommandTarget
,,Microsoft.VisualStudio.Shell.Interop.SVsHelpService,,,Microsoft.VisualStudio.OLE.Interop.IServiceProvider
,,Microsoft.VisualStudio.Shell.Interop.SVsHelpService,,,Microsoft.VisualStudio.Shell.Interop.IVsUserSettings
,,Microsoft.VisualStudio.Shell.Interop.SVsHelpService,,,Microsoft.VisualStudio.Shell.Interop.IVsUserSettingsQuery
,,Microsoft.VisualStudio.Shell.Interop.SVsHelpService,,,Microsoft.VisualStudio.Shell.Interop.IVsPackage
,,97128f7e-2f73-47b1-b244-82653add59b5,,,Microsoft.VisualStudio.OLE.Interop.IOleCommandTarget
,,97128f7e-2f73-47b1-b244-82653add59b5,,,Microsoft.VisualStudio.OLE.Interop.IServiceProvider
,,97128f7e-2f73-47b1-b244-82653add59b5,,,Microsoft.VisualStudio.Shell.Interop.IVsUserSettings
,,97128f7e-2f73-47b1-b244-82653add59b5,,,Microsoft.VisualStudio.Shell.Interop.IVsUserSettingsQuery
,,97128f7e-2f73-47b1-b244-82653add59b5,,,Microsoft.VisualStudio.Shell.Interop.IVsPackage
,,Microsoft.VisualStudio.Shell.Interop.SVsThreadedWaitDialog,,,Microsoft.VisualStudio.OLE.Interop.IOleCommandTarget
,,Microsoft.VisualStudio.Shell.Interop.SVsThreadedWaitDialog,,,Microsoft.VisualStudio.OLE.Interop.IServiceProvider
,,Microsoft.VisualStudio.Shell.Interop.SVsThreadedWaitDialog,,,Microsoft.VisualStudio.Shell.Interop.IVsUserSettings
,,Microsoft.VisualStudio.Shell.Interop.SVsThreadedWaitDialog,,,Microsoft.VisualStudio.Shell.Interop.IVsUserSettingsQuery
,,Microsoft.VisualStudio.Shell.Interop.SVsThreadedWaitDialog,,,Microsoft.VisualStudio.Shell.Interop.IVsPackage
,,Microsoft.VisualStudio.Shell.Interop.SVsThreadedWaitDialogFactory,,,Microsoft.VisualStudio.OLE.Interop.IOleCommandTarget
,,Microsoft.VisualStudio.Shell.Interop.SVsThreadedWaitDialogFactory,,,Microsoft.VisualStudio.OLE.Interop.IServiceProvider
,,Microsoft.VisualStudio.Shell.Interop.SVsThreadedWaitDialogFactory,,,Microsoft.VisualStudio.Shell.Interop.IVsUserSettings
,,Microsoft.VisualStudio.Shell.Interop.SVsThreadedWaitDialogFactory,,,Microsoft.VisualStudio.Shell.Interop.IVsUserSettingsQuery
,,Microsoft.VisualStudio.Shell.Interop.SVsThreadedWaitDialogFactory,,,Microsoft.VisualStudio.Shell.Interop.IVsPackage
,,c99bdc23-ff29-46bf-9658-add634ccaed8,,,Microsoft.VisualStudio.OLE.Interop.IOleCommandTarget
,,c99bdc23-ff29-46bf-9658-add634ccaed8,,,Microsoft.VisualStudio.OLE.Interop.IServiceProvider
,,c99bdc23-ff29-46bf-9658-add634ccaed8,,,Microsoft.VisualStudio.Shell.Interop.IVsUserSettings
,,c99bdc23-ff29-46bf-9658-add634ccaed8,,,Microsoft.VisualStudio.Shell.Interop.IVsUserSettingsQuery
,,c99bdc23-ff29-46bf-9658-add634ccaed8,,,Microsoft.VisualStudio.Shell.Interop.IVsPackage
,,de353d22-56eb-11d2-bf19-00c04f79efbc,,,Microsoft.VisualStudio.OLE.Interop.IOleCommandTarget
,,de353d22-56eb-11d2-bf19-00c04f79efbc,,,Microsoft.VisualStudio.OLE.Interop.IOleComponent
,,de353d22-56eb-11d2-bf19-00c04f79efbc,,,Microsoft.VisualStudio.OLE.Interop.IServiceProvider
,,de353d22-56eb-11d2-bf19-00c04f79efbc,,,Microsoft.VisualStudio.Shell.Interop.IVsPackage
,,Microsoft.VisualStudio.Shell.Interop.SVsTaskList,,,Microsoft.VisualStudio.OLE.Interop.IOleCommandTarget
,,Microsoft.VisualStudio.Shell.Interop.SVsTaskList,,,Microsoft.VisualStudio.OLE.Interop.IServiceProvider
,,Microsoft.VisualStudio.Shell.Interop.SVsTaskList,,,Microsoft.VisualStudio.Shell.Interop.IVsUserSettings
,,Microsoft.VisualStudio.Shell.Interop.SVsTaskList,,,Microsoft.VisualStudio.Shell.Interop.IVsPackage
,,Microsoft.VisualStudio.Shell.Interop.SVsTaskList,,,Microsoft.VisualStudio.Shell.Interop.IVsPersistSolutionOpts
,,Microsoft.VisualStudio.Shell.Interop.SVsErrorList,,,Microsoft.VisualStudio.OLE.Interop.IOleCommandTarget
,,Microsoft.VisualStudio.Shell.Interop.SVsErrorList,,,Microsoft.VisualStudio.OLE.Interop.IServiceProvider
,,Microsoft.VisualStudio.Shell.Interop.SVsErrorList,,,Microsoft.VisualStudio.Shell.Interop.IVsUserSettings
,,Microsoft.VisualStudio.Shell.Interop.SVsErrorList,,,Microsoft.VisualStudio.Shell.Interop.IVsPackage
,,Microsoft.VisualStudio.Shell.Interop.SVsErrorList,,,Microsoft.VisualStudio.Shell.Interop.IVsPersistSolutionOpts
,,694dd9b6-b865-4c5b-ad85-86356e9c88dc,,,Microsoft.VisualStudio.OLE.Interop.IOleCommandTarget
,,694dd9b6-b865-4c5b-ad85-86356e9c88dc,,,Microsoft.VisualStudio.OLE.Interop.IOleComponent
