Dll,Assembly,Service,Package,Type,Interface
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsCommandWindow,,,Microsoft.VisualStudio.TextManager.Interop.IVsTextLinesEvents
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsCommandWindow,,,Microsoft.VisualStudio.TextManager.Interop.IVsTextViewEvents
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsCommandWindow,,,Microsoft.VisualStudio.TextManager.Interop.IVsFindTarget
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsPropertyPageFrame,,,Microsoft.VisualStudio.Shell.Interop.SVsPropertyPageFrame
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsPropertyPageFrame,,,Microsoft.VisualStudio.Shell.Interop.SVsPropertyPageFrame
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsPropertyPageFrame,,,Microsoft.VisualStudio.Shell.Interop.IVsPropertyPageFrame
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsFontAndColorStorage,,,Microsoft.VisualStudio.Shell.Interop.IVsFontAndColorUtilities
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsFontAndColorStorage,,,Microsoft.VisualStudio.Shell.Interop.IVsFontAndColorStorage2
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsFontAndColorStorage,,,Microsoft.VisualStudio.Shell.Interop.SVsFontAndColorStorage
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsFontAndColorStorage,,,Microsoft.VisualStudio.Shell.Interop.SVsFontAndColorStorage
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsFontAndColorStorage,,,Microsoft.VisualStudio.Shell.Interop.IVsFontAndColorStorage
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsRegisterPriorityCommandTarget,,,Microsoft.VisualStudio.OLE.Interop.IOleCommandTarget
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsRegisterPriorityCommandTarget,,,Microsoft.VisualStudio.Shell.Interop.SVsRegisterPriorityCommandTarget
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsRegisterPriorityCommandTarget,,,Microsoft.VisualStudio.Shell.Interop.SVsRegisterPriorityCommandTarget
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsRegisterPriorityCommandTarget,,,Microsoft.VisualStudio.Shell.Interop.IVsRegisterPriorityCommandTarget
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsObjectSearch,,,Microsoft.VisualStudio.OLE.Interop.IOleCommandTarget
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsObjectSearch,,,Microsoft.VisualStudio.OLE.Interop.IConnectionPointContainer
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsObjectSearch,,,Microsoft.VisualStudio.Shell.Interop.IVsFindSymbol
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsObjectSearch,,,Microsoft.VisualStudio.Shell.Interop.SVsObjectSearch
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsObjectSearch,,,Microsoft.VisualStudio.Shell.Interop.SVsObjectSearch
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsObjectSearch,,,Microsoft.VisualStudio.Shell.Interop.IVsToolWindowFactory
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsObjectSearch,,,Microsoft.VisualStudio.Shell.Interop.IVsObjectSearch
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsObjectSearch,,,Microsoft.VisualStudio.Shell.Interop.IVsObjectSearchPane
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsStructuredFileIO,,,Microsoft.VisualStudio.OLE.Interop.IServiceProvider
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsStructuredFileIO,,,Microsoft.VisualStudio.Shell.Interop.SVsStructuredFileIO
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsStructuredFileIO,,,Microsoft.VisualStudio.Shell.Interop.SVsStructuredFileIO
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsStructuredFileIO,,,Microsoft.VisualStudio.Shell.Interop.IVsPackage
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsStructuredFileIO,,,Microsoft.VisualStudio.Shell.Interop.IVsSelectionEvents
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsStructuredFileIO,,,Microsoft.VisualStudio.Shell.Interop.IVsComponentSelectorProvider
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsStructuredFileIO,,,Microsoft.VisualStudio.Shell.Interop.IVsStructuredFileIO
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsHTMLConverter,,,Microsoft.VisualStudio.Shell.Interop.SVsHTMLConverter
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsHTMLConverter,,,Microsoft.VisualStudio.Shell.Interop.SVsHTMLConverter
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsHTMLConverter,,,Microsoft.VisualStudio.Shell.Interop.IVsHTMLConverter
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsSolutionBuildManager,,,Microsoft.VisualStudio.Shell.Interop.IVsSolutionBuildManager3
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsSolutionBuildManager,,,Microsoft.VisualStudio.Shell.Interop.SVsSolutionBuildManager
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsSolutionBuildManager,,,Microsoft.VisualStudio.Shell.Interop.SVsSolutionBuildManager
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsSolutionBuildManager,,,Microsoft.VisualStudio.Shell.Interop.IVsSolutionEvents
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsSolutionBuildManager,,,Microsoft.VisualStudio.Shell.Interop.IVsSolutionBuildManager
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsSolutionBuildManager,,,Microsoft.VisualStudio.Shell.Interop.IVsSolutionBuildManager2
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsAppCommandLine,,,Microsoft.VisualStudio.Shell.Interop.IVsActivityLog
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsAppCommandLine,,,Microsoft.VisualStudio.Shell.Interop.SVsAppCommandLine
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsAppCommandLine,,,Microsoft.VisualStudio.Shell.Interop.SVsAppCommandLine
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsAppCommandLine,,,Microsoft.VisualStudio.Shell.Interop.IVsAppCommandLine
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsComplusLibrary,,,Microsoft.VisualStudio.Shell.Interop.IVsLibrary2
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsComplusLibrary,,,Microsoft.VisualStudio.Shell.Interop.IVsLibrary2Ex
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsComplusLibrary,,,Microsoft.VisualStudio.Shell.Interop.SVsComplusLibrary
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsComplusLibrary,,,Microsoft.VisualStudio.Shell.Interop.SVsComplusLibrary
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsComplusLibrary,,,Microsoft.VisualStudio.Shell.Interop.IVsSolutionEvents
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsComplusLibrary,,,Microsoft.VisualStudio.Shell.Interop.IVsLiteTreeList
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsComplusLibrary,,,Microsoft.VisualStudio.Shell.Interop.IVsLibrary
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsComplusLibrary,,,Microsoft.VisualStudio.Shell.Interop.IVsLibraryMgr
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsComplusLibrary,,,Microsoft.VisualStudio.Shell.Interop.IVsLibraryReferenceManager
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsFilterKeys,,,Microsoft.VisualStudio.Shell.Interop.IVsFilterKeys2
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsFilterKeys,,,Microsoft.VisualStudio.Shell.Interop.SVsFilterKeys
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsFilterKeys,,,Microsoft.VisualStudio.Shell.Interop.SVsFilterKeys
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsFilterKeys,,,Microsoft.VisualStudio.Shell.Interop.IOleComponentUIManager
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsFilterKeys,,,Microsoft.VisualStudio.Shell.Interop.IOleInPlaceComponentUIManager
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsFilterKeys,,,Microsoft.VisualStudio.Shell.Interop.IVsFilterKeys
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SLocalRegistry,,,Microsoft.VisualStudio.OLE.Interop.IMarshal
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SLocalRegistry,,,Microsoft.VisualStudio.Shell.Interop.SLocalRegistry
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SLocalRegistry,,,Microsoft.VisualStudio.Shell.Interop.SLocalRegistry
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SLocalRegistry,,,Microsoft.VisualStudio.Shell.Interop.ILocalRegistry
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SLocalRegistry,,,Microsoft.VisualStudio.Shell.Interop.ILocalRegistry2
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SLocalRegistry,,,Microsoft.VisualStudio.Shell.Interop.ILocalRegistry3
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SLocalRegistry,,,Microsoft.VisualStudio.Shell.Flavor.ILocalRegistryCorrected
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SCompEnumService,,,Microsoft.VisualStudio.Shell.Interop.IVsComponentEnumeratorFactory3
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SCompEnumService,,,Microsoft.VisualStudio.Shell.Interop.IVsComponentEnumeratorFactory
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SCompEnumService,,,Microsoft.VisualStudio.Shell.Interop.IVsComponentEnumeratorFactory2
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SProfferService,,,Microsoft.VisualStudio.Shell.Interop.SProfferService
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SProfferService,,,Microsoft.VisualStudio.Shell.Interop.SProfferService
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SProfferService,,,Microsoft.VisualStudio.Shell.Interop.IProfferService
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsMonitorUserContext,,,Microsoft.VisualStudio.OLE.Interop.IOleComponent
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsMonitorUserContext,,,Microsoft.VisualStudio.Shell.Interop.SVsMonitorUserContext
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsMonitorUserContext,,,Microsoft.VisualStudio.Shell.Interop.SVsMonitorUserContext
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsMonitorUserContext,,,Microsoft.VisualStudio.Shell.Interop.IVsMonitorUserContext
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsHelpService,,,Microsoft.VisualStudio.Shell.Interop.SVsHelpService
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsHelpService,,,Microsoft.VisualStudio.Shell.Interop.SVsHelpService
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsHelpService,,,Microsoft.VisualStudio.Shell.Interop.IVsHelpSystem
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SUIHostLocale,,,Microsoft.VisualStudio.OLE.Interop.IMarshal
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SUIHostLocale,,,Microsoft.VisualStudio.Shell.Interop.SUIHostLocale
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SUIHostLocale,,,Microsoft.VisualStudio.Shell.Interop.SUIHostLocale
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SUIHostLocale,,,Microsoft.VisualStudio.Shell.Interop.IUIHostLocale
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SUIHostLocale,,,Microsoft.VisualStudio.Shell.Interop.IUIHostLocale2
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsSccManager,,,Microsoft.VisualStudio.Shell.Interop.IVsAsynchOpenFromScc
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsSccManager,,,Microsoft.VisualStudio.Shell.Interop.IVsSccAddWebProjectFromSourceControl
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsSccManager,,,Microsoft.VisualStudio.Shell.Interop.IVsSccControlNewSolution
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsSccManager,,,Microsoft.VisualStudio.Shell.Interop.IVsSccOpenFromSourceControl
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsSccManager,,,Microsoft.VisualStudio.Shell.Interop.IVsSccGlyphs
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsSccManager,,,Microsoft.VisualStudio.Shell.Interop.IVsSccManagerTooltip
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsSccManager,,,Microsoft.VisualStudio.Shell.Interop.IVsSccEnlistmentPathTranslation
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsSccManager,,,Microsoft.VisualStudio.Shell.Interop.IVsSolutionEvents
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsSccManager,,,Microsoft.VisualStudio.Shell.Interop.IVsSccManager2
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,Microsoft.VSDesigner,SVsDiscoveryService,,,Microsoft.VisualStudio.OLE.Interop.IMarshal
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,Microsoft.VSDesigner,SVsDiscoveryService,,,Microsoft.VisualStudio.OLE.Interop.IConnectionPointContainer
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,Microsoft.VSDesigner,SVsDiscoveryService,,,Microsoft.VisualStudio.OLE.Interop.IProvideClassInfo
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,Microsoft.VSDesigner,SVsDiscoveryService,,,Microsoft.VisualStudio.Shell.Interop.SVsDiscoveryService
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,Microsoft.VSDesigner,SVsDiscoveryService,,,Microsoft.VisualStudio.Shell.Interop.SVsDiscoveryService
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,Microsoft.VSDesigner,SVsDiscoveryService,,,Microsoft.VisualStudio.Shell.Interop.IVsDiscoveryService
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsAddWebReferenceDlg,,,Microsoft.VisualStudio.Shell.Interop.SVsAddWebReferenceDlg
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsAddWebReferenceDlg,,,Microsoft.VisualStudio.Shell.Interop.SVsAddWebReferenceDlg
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsAddWebReferenceDlg,,,Microsoft.VisualStudio.Shell.Interop.IVsAddWebReferenceDlg
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsAddWebReferenceDlg,,,Microsoft.VisualStudio.Shell.Interop.IVsAddWebReferenceDlg2
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsWebURLMRU,,,Microsoft.VisualStudio.Shell.Interop.SVsWebURLMRU
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsWebURLMRU,,,Microsoft.VisualStudio.Shell.Interop.SVsWebURLMRU
file:///C:/Windows/assembly/GAC/Microsoft.VisualStudio.Shell.Interop/7.1.40304.0__b03f5f7f11d50a3a/Microsoft.VisualStudio.Shell.Interop.dll,,SVsWebURLMRU,,,Microsoft.VisualStudio.Shell.Interop.IVsWebURLMRU
